row_index,pairId,entryId,artefact,table_id,summary_idx,question_idx,question_text,rendered_path,variant_a,variant_b
"190","c2_3_317_s2_q7_gen2_sug3.png__gen2_sug4.png","c2_3_317_s2_q7_gen2_sug3.png__gen2_sug4.png","c2_3","317","2","7","Are there large hotels with over 600 rooms that do not offer alcohol service compared to most others?","charts/c2_3/317/sum2_ques7","gen2_sug3.png","gen2_sug4.png"
"191","c2_3_317_s4_q3_gen2_sug4.png__gen2_sug1.png","c2_3_317_s4_q3_gen2_sug4.png__gen2_sug1.png","c2_3","317","4","3","Which states host the highest concentration of large hotels with more than 300 rooms?","charts/c2_3/317/sum4_ques3","gen2_sug4.png","gen2_sug1.png"
"192","c2_3_317_s1_q5_gen2_sug3.png__gen2_sug1.png","c2_3_317_s1_q5_gen2_sug3.png__gen2_sug1.png","c2_3","317","1","5","Which states are dominated by small hotels with fewer than 50 rooms regardless of quality tier?","charts/c2_3/317/sum1_ques5","gen2_sug3.png","gen2_sug1.png"
"193","c2_3_363_s1_q8_gen1_sug2.png__gen2_sug4.png","c2_3_363_s1_q8_gen1_sug2.png__gen2_sug4.png","c2_3","363","1","8","Which racial groups show the highest proportion of incidents involving reported signs of mental illness?","charts/c2_3/363/sum1_ques8","gen1_sug2.png","gen2_sug4.png"
"194","c2_3_38_s1_q8_gen1_sug1.png__gen2_sug3.png","c2_3_38_s1_q8_gen1_sug1.png__gen2_sug3.png","c2_3","38","1","8","What proportion of total jobs in 2021 comes from large companies at each experience level?","charts/c2_3/38/sum1_ques8","gen1_sug1.png","gen2_sug3.png"
"195","c2_3_389_s1_q2_gen2_sug1.png__gen2_sug4.png","c2_3_389_s1_q2_gen2_sug1.png__gen2_sug4.png","c2_3","389","1","2","Which countries fall at the very bottom in terms of total internet users?","charts/c2_3/389/sum1_ques2","gen2_sug1.png","gen2_sug4.png"
"196","c2_3_389_s1_q3_gen3_sug1.png__gen2_sug5.png","c2_3_389_s1_q3_gen3_sug1.png__gen2_sug5.png","c2_3","389","1","3","How does the number of internet users in the United States compare to other large markets like China?","charts/c2_3/389/sum1_ques3","gen3_sug1.png","gen2_sug5.png"
"197","c2_3_389_s1_q8_gen1_sug5.png__gen2_sug1.png","c2_3_389_s1_q8_gen1_sug5.png__gen2_sug1.png","c2_3","389","1","8","Can the countries be visually grouped into high-impact, mid-tier, and niche digital markets based on their total internet user counts?","charts/c2_3/389/sum1_ques8","gen1_sug5.png","gen2_sug1.png"
"198","c2_3_397_s3_q5_gen2_sug2.png__gen2_sug3.png","c2_3_397_s3_q5_gen2_sug2.png__gen2_sug3.png","c2_3","397","3","5","Which company appears most central by having consistently high interaction levels with multiple partners?","charts/c2_3/397/sum3_ques5","gen2_sug2.png","gen2_sug3.png"
"199","c2_3_397_s3_q2_gen2_sug3.png__gen1_sug1.png","c2_3_397_s3_q2_gen2_sug3.png__gen1_sug1.png","c2_3","397","3","2","How does Apple’s interaction strength compare with Samsung’s across the same set of partner companies?","charts/c2_3/397/sum3_ques2","gen2_sug3.png","gen1_sug1.png"
"200","c2_3_42_s1_q7_gen1_sug5.png__gen1_sug4.png","c2_3_42_s1_q7_gen1_sug5.png__gen1_sug4.png","c2_3","42","1","7","Do urine samples with unusually high calcium levels correspond to kidney stone diagnoses?","charts/c2_3/42/sum1_ques7","gen1_sug5.png","gen1_sug4.png"
"201","c2_3_462_s1_q1_gen1_sug1.png__gen2_sug1.png","c2_3_462_s1_q1_gen1_sug1.png__gen2_sug1.png","c2_3","462","1","1","How have Samsung’s global phone sales changed from Q1 ’10 through Q3 ’15?","charts/c2_3/462/sum1_ques1","gen1_sug1.png","gen2_sug1.png"
"202","c2_3_462_s1_q1_gen1_sug1.png__gen1_sug4.png","c2_3_462_s1_q1_gen1_sug1.png__gen1_sug4.png","c2_3","462","1","1","How have Samsung’s global phone sales changed from Q1 ’10 through Q3 ’15?","charts/c2_3/462/sum1_ques1","gen1_sug1.png","gen1_sug4.png"
"203","c2_3_462_s1_q2_gen1_sug1.png__gen1_sug2.png","c2_3_462_s1_q2_gen1_sug1.png__gen1_sug2.png","c2_3","462","1","2","Which company recorded the highest single-quarter phone sales across all reported periods?","charts/c2_3/462/sum1_ques2","gen1_sug1.png","gen1_sug2.png"
"204","c2_3_462_s1_q6_gen2_sug1.png__gen1_sug6.png","c2_3_462_s1_q6_gen2_sug1.png__gen1_sug6.png","c2_3","462","1","6","Which quarter shows the largest gap between the top-selling vendor and the lowest-selling vendor?","charts/c2_3/462/sum1_ques6","gen2_sug1.png","gen1_sug6.png"
"205","c2_3_462_s1_q8_gen1_sug2.png__gen1_sug3.png","c2_3_462_s1_q8_gen1_sug2.png__gen1_sug3.png","c2_3","462","1","8","Are there any quarters where LG’s phone sales noticeably dip relative to its surrounding periods?","charts/c2_3/462/sum1_ques8","gen1_sug2.png","gen1_sug3.png"
"206","c2_3_465_s1_q3_gen2_sug4.png__gen1_sug3.png","c2_3_465_s1_q3_gen2_sug4.png__gen1_sug3.png","c2_3","465","1","3","How does the total amount paid scale as party size increases from 1 to 6 guests?","charts/c2_3/465/sum1_ques3","gen2_sug4.png","gen1_sug3.png"
"207","c2_3_477_s1_q8_gen1_sug2.png__gen3_sug2.png","c2_3_477_s1_q8_gen1_sug2.png__gen3_sug2.png","c2_3","477","1","8","What proportion of all recorded votes is concentrated among the top five most-voted pizza places?","charts/c2_3/477/sum1_ques8","gen1_sug2.png","gen3_sug2.png"
"208","c2_3_71_s2_q5_gen1_sug2.png__gen2_sug3.png","c2_3_71_s2_q5_gen1_sug2.png__gen2_sug3.png","c2_3","71","2","5","Which regions have the fewest higher education institutions of any type?","charts/c2_3/71/sum2_ques5","gen1_sug2.png","gen2_sug3.png"
